Species,GFE_ID,River,CU,WATERSHED_CDE,LINEAR_FEATURE_ID
PKO,1100,STRANDBY RIVER,PKO-5,920-969500-00000-00000-0000-0000-000-000-000-000-000-000,710361536
PKO,818,TEAQUAHAN RIVER,PKO-7,900-406500-00000-00000-0000-0000-000-000-000-000-000-000,66100915
PKO,800,THEODOSIA RIVER,PKO-3,900-309400-00000-00000-0000-0000-000-000-000-000-000-000,206102423
PKO,808,TOBA RIVER,PKO-3,900-349300-00000-00000-0000-0000-000-000-000-000-000-000,206062407
PKO,1164,TRENT RIVER,PKO-3,920-545800-00000-00000-0000-0000-000-000-000-000-000-000,710249801
PKO,1166,TSABLE RIVER,PKO-3,920-527600-00000-00000-0000-0000-000-000-000-000-000-000,710424267
PKO,1117,TSITIKA RIVER,PKO-4,920-782100-00000-00000-0000-0000-000-000-000-000-000-000,710542066
PKO,1157,TSOLUM RIVER,PKO-3,920-553200-94100-00000-0000-0000-000-000-000-000-000-000,710245339
PKO,1105,TSULQUATE RIVER,PKO-5,920-900500-00000-00000-0000-0000-000-000-000-000-000-000,710376391
PKO,834,TUNA RIVER,PKO-7,900-510300-00000-00000-0000-0000-000-000-000-000-000-000,88109158
PKO,776,TZOONIE RIVER,PKO-3,900-195000-00000-00000-0000-0000-000-000-000-000-000-000,72035289
PKO,778,VANCOUVER RIVER,PKO-3,900-210100-00000-00000-0000-0000-000-000-000-000-000-000,72021052
PKO,868,VINER SOUND CREEK,PKO-7,905-557500-39800-00000-0000-0000-000-000-000-000-000-000,88067322
PKO,869,WAHKANA BAY CREEK,PKO-7,905-557500-54200-00000-0000-0000-000-000-000-000-000-000,88062568
PKO,1457,WAUKWAAS CREEK,PKO-5,930-871100-00000-00000-0000-0000-000-000-000-000-000-000,710106651
PKO,791,WHITTALL CREEK,PKO-3,900-277700-00000-00000-0000-0000-000-000-000-000-000-000,72037758
PKO,1170,WILFRED CREEK,PKO-3,920-517300-00000-00000-0000-0000-000-000-000-000-000-000,710043903
PKO,1146,WILLOW CREEK,PKO-3,920-614400-00000-00000-0000-0000-000-000-000-000-000-000,710235775
PKO,1000,SPILLER LAGOON CREEK,PKO-12,910-459700-00000-00000-0000-0000-000-000-000-000-000-000,149082250
PKO,1001,TANKEEAH RIVER,PKO-12,910-463800-00000-00000-0000-0000-000-000-000-000-000-000,149091437
PKO,1004,WINDFALL CREEK,PKO-12,910-477600-00000-00000-0000-0000-000-000-000-000-000-000,149080951
PKO,1005,TOM BAY CREEK,PKO-12,910-479300-00000-00000-0000-0000-000-000-000-000-000-000,149079878
PKO,1006,NAMELESS CREEK,PKO-12,910-481400-21000-00000-0000-0000-000-000-000-000-000-000,149071964
PKO,1007,SALMON BAY CREEK,PKO-12,910-483900-00000-00000-0000-0000-000-000-000-000-000-000,149063521
PKO,1008,HIRD POINT CREEK,PKO-12,910-487400-00000-00000-0000-0000-000-000-000-000-000-000,149049223
PKO,1009,LARD CREEK,PKO-13,910-498900-00000-00000-0000-0000-000-000-000-000-000-000,149012515
PKO,1010,KAINET CREEK,PKO-13,910-500000-00000-00000-0000-0000-000-000-000-000-000-000,83094864
PKO,1011,BIG CREEK,PKO-13,910-500200-00000-00000-0000-0000-000-000-000-000-000-000,83094514
PKO,1012,BIG BAY CREEK,PKO-13,910-503100-00000-00000-0000-0000-000-000-000-000-000-000,83090488
PKO,1013,KORICH CREEK,PKO-13,910-508100-00000-00000-0000-0000-000-000-000-000-000-000,83080893
PKO,1014,POISON COVE CREEK,PKO-13,910-513400-00000-00000-0000-0000-000-000-000-000-000-000,83065179
PKO,1015,MUSSEL RIVER,PKO-13,910-514200-00000-00000-0000-0000-000-000-000-000-000-000,83062228
PKO,1016,BOLIN BAY CREEK,PKO-13,910-519700-00000-00000-0000-0000-000-000-000-000-000-000,79070192
PKO,1017,CARTER RIVER,PKO-13,910-524600-00000-00000-0000-0000-000-000-000-000-000-000,79069755
PKO,1018,GREEN RIVER,PKO-13,910-533000-00000-00000-0000-0000-000-000-000-000-000-000,79055688
PKO,1019,TAYLOR CREEK,PKO-13,910-538400-00000-00000-0000-0000-000-000-000-000-000-000,79056907
PKO,1020,MARSHALL CREEK,PKO-13,910-542400-00000-00000-0000-0000-000-000-000-000-000-000,79051273
PKO,1021,KHUTZE RIVER,PKO-13,910-545100-00000-00000-0000-0000-000-000-000-000-000-000,79051461
PKO,1022,HEAD CREEK,PKO-13,910-550500-00000-00000-0000-0000-000-000-000-000-000-000,79047964
PKO,1023,AALTANHASH RIVER,PKO-13,910-550600-00000-00000-0000-0000-000-000-000-000-000-000,79047759
PKO,1024,MARMOT COVE CREEK,PKO-13,910-554200-00000-00000-0000-0000-000-000-000-000-000-000,79045811
PKO,1025,SCOW BAY CREEK,PKO-13,910-555800-00000-00000-0000-0000-000-000-000-000-000-000,79041870
PKO,1026,KLEKANE RIVER,PKO-13,910-556700-00000-00000-0000-0000-000-000-000-000-000-000,79040230
PKO,1027,ANGLER COVE CREEK,PKO-13,910-564100-00000-00000-0000-0000-000-000-000-000-000-000,79032114
PKO,1028,GOAT RIVER,PKO-13,910-565700-00000-00000-0000-0000-000-000-000-000-000-000,79026546
PKO,1029,PARIL RIVER,PKO-13,910-582400-00000-00000-0000-0000-000-000-000-000-000-000,79012614
PKO,1030,KILTUISH RIVER,PKO-13,910-593300-00000-00000-0000-0000-000-000-000-000-000-000,79033129
PKO,1031,KOWESAS RIVER,PKO-13,910-608300-00000-00000-0000-0000-000-000-000-000-000-000,79031820
PKO,1033,TSAYTIS RIVER,PKO-13,910-618500-00000-00000-0000-0000-000-000-000-000-000-000,208067058
PKO,1034,KEMANO RIVER,PKO-13,910-627400-00000-00000-0000-0000-000-000-000-000-000-000,208046476
PKO,1035,WAHOO CREEK,PKO-13,910-627400-01800-00000-0000-0000-000-000-000-000-000-000,208045196
PKO,1036,BRIM RIVER,PKO-13,910-632400-00000-00000-0000-0000-000-000-000-000-000-000,208041140
PKO,1037,HOTSPRING CREEK,PKO-13,910-637900-00000-00000-0000-0000-000-000-000-000-000-000,208050285
PKO,1038,CRAB RIVER,PKO-13,910-644700-00000-00000-0000-0000-000-000-000-000-000-000,208030918
PKO,1039,PIKE CREEK,PKO-13,910-648400-00000-00000-0000-0000-000-000-000-000-000-000,208017927
PKO,1040,WEEWANIE CREEK,PKO-13,910-649000-00000-00000-0000-0000-000-000-000-000-000-000,208015780
PKO,1041,HUGH CREEK,PKO-13,910-650400-00000-00000-0000-0000-000-000-000-000-000-000,208012341
PKO,1042,EAGLE BAY CREEK,PKO-13,910-654500-00000-00000-0000-0000-000-000-000-000-000-000,208004027
PKO,1044,KILDALA RIVER,PKO-13,910-659800-00000-00000-0000-0000-000-000-000-000-000-000,208001856
PKO,1045,DALA RIVER,PKO-13,910-661200-00000-00000-0000-0000-000-000-000-000-000-000,84074864
PKO,1046,WATHL CREEK,PKO-13,910-670400-00000-00000-0000-0000-000-000-000-000-000-000,84052866
PKO,1050,KITIMAT RIVER,PKO-13,910-673500-00000-00000-0000-0000-000-000-000-000-000-000,84047040
PKO,1054,HIRSCH CREEK,PKO-13,910-673500-11700-00000-0000-0000-000-000-000-000-000-000,84032711
PKO,1057,LITTLE WEDEENE RIVER,PKO-13,910-673500-17000-00000-0000-0000-000-000-000-000-000-000,84027707
PKO,1060,WEDEENE RIVER,PKO-13,910-673500-19300-00000-0000-0000-000-000-000-000-000-000,84025282
PKO,1067,NALBEELAH CREEK,PKO-13,910-673500-22900-00000-0000-0000-000-000-000-000-000-000,84023080
PKO,1068,HUMPHRYS CREEK,PKO-13,910-673500-28200-00000-0000-0000-000-000-000-000-000-000,84017212
PKO,1071,CECIL CREEK,PKO-13,910-673500-30400-00000-0000-0000-000-000-000-000-000-000,84014401
PKO,1072,CHIST CREEK,PKO-13,910-673500-41600-00000-0000-0000-000-000-000-000-000-000,84006854
PKO,1077,ANDERSON CREEK,PKO-13,910-673500-03300-00000-0000-0000-000-000-000-000-000-000,84045138
PKO,1080,BISH CREEK,PKO-13,910-677700-00000-00000-0000-0000-000-000-000-000-000-000,84062892
PKO,1081,EMSLEY CREEK,PKO-13,910-679500-00000-00000-0000-0000-000-000-000-000-000-000,84066084
PKO,1084,KIHESS CREEK,PKO-13,910-711600-00000-00000-0000-0000-000-000-000-000-000-000,84084020
PKO,1085,KITKIATA CREEK,PKO-13,910-713300-00000-00000-0000-0000-000-000-000-000-000-000,84084602
PKO,1086,QUAAL RIVER,PKO-13,910-713900-00000-00000-0000-0000-000-000-000-000-000-000,93029414
PKO,1087,KISKOSH CREEK,PKO-12,910-721600-00000-00000-0000-0000-000-000-000-000-000-000,93042617
PKO,1088,MISSED CREEK,PKO-12,910-724000-00000-00000-0000-0000-000-000-000-000-000-000,93053887
PKO,1089,KEESIL CREEK,PKO-12,910-727100-00000-00000-0000-0000-000-000-000-000-000-000,93061083
PKO,1090,GABION RIVER,PKO-12,910-728100-00000-00000-0000-0000-000-000-000-000-000-000,93063794
PKO,1091,BELOWE CREEK,PKO-12,910-736000-00000-00000-0000-0000-000-000-000-000-000-000,93056762
PKO,1093,KLEWNUGGIT INLET CREEK,PKO-12,910-748900-00000-00000-0000-0000-000-000-000-000-000-000,93022618
PKO,1094,KXNGEAL CREEK,PKO-12,910-756700-00000-00000-0000-0000-000-000-000-000-000-000,93009612
PKO,1095,NORTHNESS CREEK,PKO-12,910-758700-00000-00000-0000-0000-000-000-000-000-000-000,93008551
PKO,1097,KUMEALON CREEK,PKO-12,910-768900-00000-00000-0000-0000-000-000-000-000-000-000,93003048
PKO,1098,NORTH KUMEALON CREEK,PKO-14,910-769900-00000-00000-0000-0000-000-000-000-000-000-000,93002312
PKO,1099,MOORE COVE CREEK,PKO-14,910-779100-00000-00000-0000-0000-000-000-000-000-000-000,93000875
PKO,11570,GRANBY BAY CREEK,PKO-17,910-951000-00000-00000-0000-0000-000-000-000-000-000-000,91062749
PKO,1497,TLELL RIVER,PKO-9,940-057000-00000-00000-0000-0000-000-000-000-000-000-000,59104074
PKO,1511,HONNA RIVER,PKO-9,940-103900-00000-00000-0000-0000-000-000-000-000-000-000,59137587
PKO,1512,TARUNDL CREEK,PKO-9,940-105500-00000-00000-0000-0000-000-000-000-000-000-000,59138132
PKO,1513,OUTLOOK CREEK,PKO-9,940-108600-00000-00000-0000-0000-000-000-000-000-000-000,59137823
PKO,1514,SLATECHUCK CREEK,PKO-9,940-112500-00000-00000-0000-0000-000-000-000-000-000-000,59139242
PKO,1517,LAGINS CREEK,PKO-9,940-124300-00000-00000-0000-0000-000-000-000-000-000-000,59138629
PKO,1519,INDIAN CABIN CREEK,PKO-9,940-130000-00000-00000-0000-0000-000-000-000-000-000-000,59141185
PKO,1579,COPPER CREEK,PKO-9,950-010400-00000-00000-0000-0000-000-000-000-000-000-000,137002460
PKO,1584,PALLANT CREEK,PKO-9,950-065000-00000-00000-0000-0000-000-000-000-000-000-000,137011731
PKO,1585,BRAVERMAN CREEK,PKO-9,950-066800-00000-00000-0000-0000-000-000-000-000-000-000,137012778
PKO,1586,CHADSEY CREEK,PKO-9,950-073900-00000-00000-0000-0000-000-000-000-000-000-000,137015359
PKO,1588,LAGOON CREEK,PKO-9,950-086500-00000-00000-0000-0000-000-000-000-000-000-000,137021535
PKO,1591,WATERFALL CREEK,PKO-9,950-098600-00000-00000-0000-0000-000-000-000-000-000-000,137028355
PKO,1593,CLINT CREEK,PKO-9,950-103200-00000-00000-0000-0000-000-000-000-000-000-000,137029457
PKO,1595,THORSEN CREEK,PKO-9,950-105500-00000-00000-0000-0000-000-000-000-000-000-000,137029294
PKO,1596,LITTLE GOOSE CREEK,PKO-9,950-110600-00000-00000-0000-0000-000-000-000-000-000-000,137028859
PKO,1597,BIG GOOSE CREEK,PKO-9,950-116200-00000-00000-0000-0000-000-000-000-000-000-000,137030078
PKO,1598,PACOFI CREEK,PKO-9,950-119900-00000-00000-0000-0000-000-000-000-000-000-000,137032279
PKO,1599,DANA CREEK #1,PKO-9,950-124300-00000-00000-0000-0000-000-000-000-000-000-000,137034934
PKO,1602,CRESCENT INLET CREEK,PKO-9,950-153900-00000-00000-0000-0000-000-000-000-000-000-000,137039849
PKO,1605,SALMON RIVER,PKO-9,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,137042955
PKO,1613,MATHESON CREEK-R/H,PKO-9,950-272600-00000-00000-0000-0000-000-000-000-000-000-000,137061725
PKO,1614,MATHESON CREEK-L/H,PKO-9,950-273100-03300-00000-0000-0000-000-000-000-000-000-000,137061818
PKO,1683,DEENA CREEK,PKO-9,950-974300-00000-00000-0000-0000-000-000-000-000-000-000,137002178
PKO,1685,SOUTH BAY CREEK,PKO-9,950-976700-00000-00000-0000-0000-000-000-000-000-000-000,137002270
PKO,1688,SACHS CREEK,PKO-9,950-990000-00000-00000-0000-0000-000-000-000-000-000-000,137000306
PKO,1690,HAANS CREEK,PKO-9,950-996400-00000-00000-0000-0000-000-000-000-000-000-000,137000006
PKO,1692,SKEDANS CREEK,PKO-9,955-081000-59000-00000-0000-0000-000-000-000-000-000-000,137022647
PKO,1695,MATHERS CREEK,PKO-9,955-081000-38300-00000-0000-0000-000-000-000-000-000-000,137015372
PKO,1732,KLOIYA RIVER,PKO-14,910-791900-00000-00000-0000-0000-000-000-000-000-000-000,244067912
PKO,1735,DENISE CREEK,PKO-14,910-793700-00000-00000-0000-0000-000-000-000-000-000-000,244066099
PKO,1736,SHAWATLAN RIVER,PKO-14,910-797600-00000-00000-0000-0000-000-000-000-000-000-000,244064015
PKO,1737,SILVER CREEK,PKO-14,910-801300-00000-00000-0000-0000-000-000-000-000-000-000,244059678
PKO,1738,MCNICHOL CREEK,PKO-14,910-807900-00000-00000-0000-0000-000-000-000-000-000-000,244063301
PKO,1739,LA HOU CREEK,PKO-14,910-825400-00000-00000-0000-0000-000-000-000-000-000-000,244048754
PKO,1741,BRUNDIGE CREEK,PKO-14,915-823500-51800-00000-0000-0000-000-000-000-000-000-000,244030092
PKO,1742,SANDY BAY CREEK,PKO-14,915-823500-63400-00000-0000-0000-000-000-000-000-000-000,244026443
PKO,1743,WHITLY POINT CREEK,PKO-14,915-823500-67700-00000-0000-0000-000-000-000-000-000-000,244027151
PKO,1744,STUMAUN CREEK,PKO-14,910-828500-00000-00000-0000-0000-000-000-000-000-000-000,244039650
PKO,1748,LACHMACH RIVER,PKO-17,910-846300-00000-00000-0000-0000-000-000-000-000-000-000,244065698
PKO,1749,LEVERSON CREEK,PKO-17,910-847400-00000-00000-0000-0000-000-000-000-000-000-000,244064197
PKO,1750,TOON RIVER,PKO-17,910-855600-00000-00000-0000-0000-000-000-000-000-000-000,244049253
PKO,1751,ENSHESHESE RIVER,PKO-17,910-863100-00000-00000-0000-0000-000-000-000-000-000-000,244048458
PKO,1752,SAM BAY CREEK,PKO-17,910-881000-00000-00000-0000-0000-000-000-000-000-000-000,244016971
PKO,1753,LARCH CREEK,PKO-17,910-886100-00000-00000-0000-0000-000-000-000-000-000-000,244036124
PKO,1754,KHUTZEYMATEEN RIVER,PKO-17,910-887500-00000-00000-0000-0000-000-000-000-000-000-000,244027464
PKO,1755,MOUSE CREEK,PKO-17,910-890200-00000-00000-0000-0000-000-000-000-000-000-000,244023424
PKO,1756,KSI X'ANMAS,PKO-17,910-896600-00000-00000-0000-0000-000-000-000-000-000-000,244006327
PKO,1757,NASOGA GULF CREEK,PKO-17,910-900800-00000-00000-0000-0000-000-000-000-000-000-000,244001844
PKO,1758,STAGOO CREEK,PKO-17,910-919700-00000-00000-0000-0000-000-000-000-000-000-000,91065973
PKO,1760,ILLIANCE RIVER,PKO-17,910-929800-00000-00000-0000-0000-000-000-000-000-000-000,91054720
PKO,1761,WILAUKS CREEK,PKO-17,910-929900-00000-00000-0000-0000-000-000-000-000-000-000,91054395
PKO,1762,KITSAULT RIVER,PKO-17,910-930200-00000-00000-0000-0000-000-000-000-000-000-000,91054225
PKO,1764,KSHWAN RIVER,PKO-17,910-941800-00000-00000-0000-0000-000-000-000-000-000-000,91038661
PKO,1767,SALMON COVE CREEK,PKO-17,910-960200-00000-00000-0000-0000-000-000-000-000-000-000,91066704
PKO,1768,DOGFISH CREEK,PKO-17,910-971500-00000-00000-0000-0000-000-000-000-000-000-000,91072624
PKO,1769,LIZARD CREEK,PKO-17,915-896000-80300-00000-0000-0000-000-000-000-000-000-000,244002490
PKO,1771,MANZANITA COVE CREEK,PKO-17,915-876300-86000-00000-0000-0000-000-000-000-000-000-000,244007917
PKO,1772,TRACY BAY CREEK,PKO-17,915-876300-09400-00000-0000-0000-000-000-000-000-000-000,244010292
PKO,1773,TURK CREEK,PKO-17,915-876300-63200-00000-0000-0000-000-000-000-000-000-000,244004064
PKO,1774,BELLE BAY CREEK,PKO-17,910-979300-00000-00000-0000-0000-000-000-000-000-000-000,91065606
PKO,1775,ROBERSON CREEK,PKO-17,910-983400-00000-00000-0000-0000-000-000-000-000-000-000,91056872
PKO,1776,DONAHUE CREEK,PKO-17,910-985000-00000-00000-0000-0000-000-000-000-000-000-000,91053243
PKO,1778,GEORGIE RIVER,PKO-17,910-991800-00000-00000-0000-0000-000-000-000-000-000-000,91028652
PKO,1780,BEAR RIVER,PKO-17,910-999400-00000-00000-0000-0000-000-000-000-000-000-000,91012491
PKO,1784,DE COSMOS LAGOON CREEK,PKO-12,915-213000-81200-00000-0000-0000-000-000-000-000-000-000,154074913
PKO,1785,CRAB HARBOUR CREEK,PKO-12,915-213000-87100-00000-0000-0000-000-000-000-000-000-000,154077869
PKO,1788,KILDIDT LAGOON CREEK #2,PKO-12,915-213000-15200-00000-0000-0000-000-000-000-000-000-000,154074616
PKO,1793,KISAMEET RIVER,PKO-12,915-226500-10000-00000-0000-0000-000-000-000-000-000-000,154072819
PKO,1794,SAGAR CREEK,PKO-12,915-226500-24900-00000-0000-0000-000-000-000-000-000-000,154059698
PKO,1795,EVANS INLET CREEK #3,PKO-12,915-226500-27600-00000-0000-0000-000-000-000-000-000-000,154058779
PKO,1796,HOOK NOSE CREEK,PKO-12,915-226500-31800-00000-0000-0000-000-000-000-000-000-000,154055448
PKO,1797,FOUR LAKES CREEK,PKO-12,915-226500-38200-00000-0000-0000-000-000-000-000-000-000,154033687
PKO,1799,GREEN BAY RIVER,PKO-13,915-226500-54300-00000-0000-0000-000-000-000-000-000-000,154022131
PKO,1800,KADJUSDIS RIVER,PKO-12,915-230500-47800-00000-0000-0000-000-000-000-000-000-000,154050852
PKO,1801,KUNSOOT RIVER,PKO-12,915-230500-54600-00000-0000-0000-000-000-000-000-000-000,154051189
PKO,1803,SCRIBNER CREEK,PKO-12,915-233500-13600-00000-0000-0000-000-000-000-000-000-000,154042783
PKO,1804,SALLY CREEK,PKO-12,915-233500-34000-00000-0000-0000-000-000-000-000-000-000,154036446
PKO,1806,DEER PASS LAGOON CREEKS,PKO-12,915-233500-50100-00000-0000-0000-000-000-000-000-000-000,154033109
PKO,1807,WEBSTER LAKE CREEK,PKO-12,915-233500-67300-00000-0000-0000-000-000-000-000-000-000,154024299
PKO,1809,MCLOUGHLIN CREEK,PKO-12,915-228000-69600-00000-0000-0000-000-000-000-000-000-000,154052490
PKO,1810,SHIP POINT CREEK,PKO-12,915-228000-76500-00000-0000-0000-000-000-000-000-000-000,154059907
PKO,1813,KWAKUSDIS RIVER,PKO-12,915-381700-84400-00000-0000-0000-000-000-000-000-000-000,149092330
PKO,1814,HAUSER CREEK,PKO-12,915-381700-16900-00000-0000-0000-000-000-000-000-000-000,149092201
PKO,1815,ROBINSON CREEKS,PKO-12,915-477000-76100-00000-0000-0000-000-000-000-000-000-000,149069068
PKO,1816,BULLEY BAY CREEK,PKO-12,915-477000-57700-00000-0000-0000-000-000-000-000-000-000,149065920
PKO,1817,PRICE CREEK,PKO-12,915-470000-54500-00000-0000-0000-000-000-000-000-000-000,92040262
PKO,1820,KITASOO CREEK,PKO-12,915-482000-87400-00000-0000-0000-000-000-000-000-000-000,92018715
PKO,1821,GULL CREEK,PKO-12,915-482000-13200-00000-0000-0000-000-000-000-000-000-000,92035645
PKO,1822,OSMENT CREEK,PKO-12,915-482000-50100-00000-0000-0000-000-000-000-000-000-000,92031861
PKO,1823,KWAKWA CREEK,PKO-12,915-482000-59900-00000-0000-0000-000-000-000-000-000-000,92024672
PKO,1824,MEYERS PASS CREEK,PKO-12,915-482000-75900-00000-0000-0000-000-000-000-000-000-000,92015753
PKO,1825,GORILLA CREEK,PKO-12,915-486500-69200-00000-0000-0000-000-000-000-000-000-000,149015578
PKO,1828,CALDER CREEK,PKO-12,915-486500-77200-00000-0000-0000-000-000-000-000-000-000,149034567
PKO,1829,LAGOON CREEK,PKO-12,915-486500-05300-00000-0000-0000-000-000-000-000-000-000,149041834
PKO,1830,MARY COVE CREEK,PKO-12,915-486500-06800-00000-0000-0000-000-000-000-000-000-000,149038467
PKO,1831,WATSON BAY CREEK,PKO-12,915-486500-18900-00000-0000-0000-000-000-000-000-000-000,149028337
PKO,1832,BOTTLENECK CREEK,PKO-12,915-486500-30600-00000-0000-0000-000-000-000-000-000-000,149017045
PKO,1833,JAMES BAY CREEK,PKO-13,915-488000-78700-00000-0000-0000-000-000-000-000-000-000,149011941
PKO,1834,CANYON CREEK,PKO-12,915-488000-87500-00000-0000-0000-000-000-000-000-000-000,149028641
PKO,1836,DUTHIE CREEK,PKO-13,915-488000-34300-00000-0000-0000-000-000-000-000-000-000,149003159
PKO,1837,WINDY BAY CREEK,PKO-13,915-488000-41400-00000-0000-0000-000-000-000-000-000-000,149003713
PKO,1838,CANOONA RIVER,PKO-13,915-488300-84200-00000-0000-0000-000-000-000-000-000-000,120011452
PKO,1839,SODA CREEK,PKO-13,915-488300-88700-00000-0000-0000-000-000-000-000-000-000,120038008
PKO,1840,LITTLE CREEK,PKO-12,915-488300-92500-00000-0000-0000-000-000-000-000-000-000,120053064
PKO,1841,QUIGLEY CREEK,PKO-12,915-488300-01500-00000-0000-0000-000-000-000-000-000-000,120055423
PKO,1842,POWLES CREEK,PKO-12,915-488300-02700-00000-0000-0000-000-000-000-000-000-000,120051318
PKO,1843,BLEE CREEK,PKO-12,915-488300-03900-00000-0000-0000-000-000-000-000-000-000,120047278
PKO,1844,BLOOMFIELD CREEK,PKO-12,915-488300-07700-00000-0000-0000-000-000-000-000-000-000,120035826
PKO,1845,FIFER COVE CREEK,PKO-13,915-488300-08400-00000-0000-0000-000-000-000-000-000-000,120035979
PKO,1846,DALLY CREEK,PKO-13,915-488300-09100-00000-0000-0000-000-000-000-000-000-000,120032851
PKO,1850,ARNOUP CREEK,PKO-13,915-488300-11100-00000-0000-0000-000-000-000-000-000-000,120021809
PKO,1851,RONALD CREEK,PKO-13,915-488300-11800-00000-0000-0000-000-000-000-000-000-000,120025834
PKO,1852,NIAS CREEK,PKO-13,915-488300-13600-00000-0000-0000-000-000-000-000-000-000,120028042
PKO,1853,PACKE CREEK,PKO-12,915-488300-13800-00000-0000-0000-000-000-000-000-000-000,120028983
PKO,1854,TYLER CREEK,PKO-12,915-488300-15800-00000-0000-0000-000-000-000-000-000-000,120035969
PKO,1855,PYNE CREEK,PKO-12,915-488300-16200-00000-0000-0000-000-000-000-000-000-000,120036184
PKO,1856,BUSEY CREEK,PKO-12,915-488300-18800-00000-0000-0000-000-000-000-000-000-000,120042636
PKO,1857,TRAHEY CREEK,PKO-12,915-488300-23300-00000-0000-0000-000-000-000-000-000-000,120049922
PKO,1858,STEEP CREEK,PKO-12,915-488300-25100-00000-0000-0000-000-000-000-000-000-000,120053791
PKO,1859,DALLAIN CREEK,PKO-12,915-488300-27300-00000-0000-0000-000-000-000-000-000-000,120054912
PKO,1860,TALAMOOSA CREEK,PKO-12,915-488300-30600-00000-0000-0000-000-000-000-000-000-000,120049258
PKO,1862,EVINRUDE CREEK,PKO-12,915-488300-38700-00000-0000-0000-000-000-000-000-000-000,120039725
PKO,1863,WALE CREEK,PKO-12,915-488300-43300-00000-0000-0000-000-000-000-000-000-000,120036818
PKO,1864,ARGYH CREEK,PKO-12,915-488300-46000-00000-0000-0000-000-000-000-000-000-000,120030182
PKO,1865,PENN CREEK,PKO-12,915-488300-48000-00000-0000-0000-000-000-000-000-000-000,120020493
PKO,1866,ROLAND CREEK,PKO-12,915-488300-55100-00000-0000-0000-000-000-000-000-000-000,120022756
PKO,1867,DOUGLAS CREEK,PKO-12,915-488300-55800-02600-0000-0000-000-000-000-000-000-000,120019042
PKO,1868,CHAPPLE CREEK,PKO-12,915-488300-56300-00000-0000-0000-000-000-000-000-000-000,120020502
PKO,1869,BARNARD CREEK,PKO-12,915-488300-64900-00000-0000-0000-000-000-000-000-000-000,120012647
PKO,1870,WEST ARM CREEK,PKO-13,915-488300-70700-00000-0000-0000-000-000-000-000-000-000,120005834
PKO,1871,EAST ARM CREEK,PKO-13,915-488300-72600-00000-0000-0000-000-000-000-000-000-000,120004702
PKO,1872,WHALEN CREEK,PKO-13,915-488300-75400-00000-0000-0000-000-000-000-000-000-000,120001199
PKO,1873,DEVIL CREEK,PKO-12,915-483500-72100-00000-0000-0000-000-000-000-000-000-000,92000713
PKO,1874,LIMESTONE CREEK,PKO-12,915-483500-83800-00000-0000-0000-000-000-000-000-000-000,92007393
PKO,1875,FURY CREEK,PKO-12,915-483500-86200-00000-0000-0000-000-000-000-000-000-000,92008694
PKO,1876,DON CREEK,PKO-12,915-483500-97900-00000-0000-0000-000-000-000-000-000-000,92033730
PKO,1877,LINNEA CREEK,PKO-12,915-483500-13200-00000-0000-0000-000-000-000-000-000-000,92035793
PKO,1878,DUFFEY CREEK,PKO-12,915-483500-15800-00000-0000-0000-000-000-000-000-000-000,92027432
PKO,1879,NOBLE CREEK,PKO-12,915-483500-18300-00000-0000-0000-000-000-000-000-000-000,92026557
PKO,1880,KDELMASHAN CREEK,PKO-12,915-483500-19900-00000-0000-0000-000-000-000-000-000-000,92028608
PKO,1881,SENTINEL CREEK,PKO-12,915-483500-28300-00000-0000-0000-000-000-000-000-000-000,92023690
PKO,1882,CLIFFORD CREEK,PKO-12,915-483500-35000-00000-0000-0000-000-000-000-000-000-000,92013164
PKO,1883,FLUX CREEK,PKO-12,915-483500-35100-00000-0000-0000-000-000-000-000-000-000,92012685
PKO,1884,MCDONALD CREEK,PKO-12,915-483500-36000-00000-0000-0000-000-000-000-000-000-000,92012999
PKO,1886,SALMON CREEK,PKO-12,915-483500-54100-00000-0000-0000-000-000-000-000-000-000,92008324
PKO,1887,EAGLE CREEK,PKO-12,915-483500-54600-00000-0000-0000-000-000-000-000-000-000,92008135
PKO,1888,TRENEMAN CREEK,PKO-12,915-483500-57200-00000-0000-0000-000-000-000-000-000-000,92006988
PKO,1889,STANNARD CREEK-EAST BRANCH,PKO-12,915-483500-62700-00500-0000-0000-000-000-000-000-000-000,92003777
PKO,1890,STANNARD CREEK,PKO-12,915-483500-62700-00000-0000-0000-000-000-000-000-000-000,92003777
PKO,1891,WEST CREEK,PKO-12,915-483500-63900-00000-0000-0000-000-000-000-000-000-000,92003292
PKO,1893,ESTEVAN CREEK,PKO-12,915-538500-19600-00000-0000-0000-000-000-000-000-000-000,76044686
PKO,1894,CARTWRIGHT CREEK,PKO-12,915-538000-17600-00000-0000-0000-000-000-000-000-000-000,76041739
PKO,1895,MCMICKING CREEK,PKO-12,915-538000-24300-00000-0000-0000-000-000-000-000-000-000,76035679
PKO,1897,GIL CREEK,PKO-12,915-541700-87800-00000-0000-0000-000-000-000-000-000-000,76033821
PKO,1899,WINDY ISLAND CREEK,PKO-12,915-541700-04000-00000-0000-0000-000-000-000-000-000-000,76033386
PKO,1900,BLACK ROCK CREEK,PKO-12,915-541700-21300-00000-0000-0000-000-000-000-000-000-000,76023532
